Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),WEST ZONE:Zone Windows Total Heat Gain Rate [W](TimeStep),WEST ZONE:Zone Windows Total Heat Loss Rate [W](TimeStep),EAST ZONE:Zone Windows Total Heat Gain Rate [W](TimeStep),EAST ZONE:Zone Windows Total Heat Loss Rate [W](TimeStep),NORTH ZONE:Zone Windows Total Heat Gain Rate [W](TimeStep),NORTH ZONE:Zone Windows Total Heat Loss Rate [W](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Beam Solar Incident Angle Cosine Value [](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:WIN001:Surface Window System Solar Transmittance [](TimeStep),ZN001:WALL001:WIN001:Surface Window System Solar Reflectance [](TimeStep),ZN001:WALL001:WIN001:Surface Window System Solar Absorptance [](TimeStep),ZN001:WALL001:WIN001:Surface Shading Device Is On Time Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Window Blind Slat Angle [deg](TimeStep),WEST ZONE:Zone Mean Radiant Temperature [C](TimeStep),EAST ZONE:Zone Mean Radiant Temperature [C](TimeStep),NORTH ZONE:Zone Mean Radiant Temperature [C](TimeStep),WEST ZONE:Zone Mean Air Temperature [C](TimeStep),EAST ZONE:Zone Mean Air Temperature [C](TimeStep),NORTH ZONE:Zone Mean Air Temperature [C](TimeStep),WEST ZONE:Zone Air System Sensible Heating Rate [W](TimeStep),WEST ZONE:Zone Air System Sensible Cooling Rate [W](TimeStep),WEST ZONE:Zone Air Temperature [C](TimeStep),WEST ZONE:Zone Air Humidity Ratio [](TimeStep),EAST ZONE:Zone Air System Sensible Heating Rate [W](TimeStep),EAST ZONE:Zone Air Temperature [C](TimeStep),EAST ZONE:Zone Air Humidity Ratio [](TimeStep),NORTH ZONE:Zone Air System Sensible Heating Rate [W](TimeStep),NORTH ZONE:Zone Air Temperature [C](TimeStep),NORTH ZONE:Zone Air Humidity Ratio [](TimeStep),WEST ZONE PEOPLE 1:Zone Thermal Comfort Fanger Model PMV [](TimeStep),EAST ZONE PEOPLE 1:Zone Thermal Comfort Fanger Model PMV [](TimeStep),NORTH ZONE PEOPLE 1:Zone Thermal Comfort Fanger Model PMV [](TimeStep),SHADE_ANGLE_SCHEDULE:Schedule Value [](TimeStep) 
 06/19  22:36:00,25.24,0.0,207.112045358483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3675566371468,28.1105963572228,28.3024944394642,28.5258444497067,28.4698752830963,28.5957801450136,0.0,0.0,28.5258444497067,9.000000823957048E-003,0.0,28.4698752830963,9.000001927448596E-003,0.0,28.5957801450136,9.000003079934819E-003,1.45549933782201,1.42252064150326,1.4543885726482,90. 
 06/19  22:42:00,25.18,0.0,209.158526983783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3435248869066,28.0931316457983,28.2827824847493,28.4934632233447,28.4531796497128,28.5737612232851,0.0,0.0,28.4934632233447,9.000000823957046E-003,0.0,28.4531796497128,9.000001927448594E-003,0.0,28.5737612232851,9.000003079934820E-003,1.4497448889907,1.4203557235043,1.4514710022326,90. 
 06/19  22:48:00,25.12,0.0,211.184759481674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3193527697118,28.0755477635893,28.262897922431,28.4607723010492,28.4364431091663,28.5517277043274,0.0,0.0,28.4607723010492,9.000000823957046E-003,0.0,28.4364431091663,9.000001927448592E-003,0.0,28.5517277043274,9.000003079934822E-003,1.44394001295308,1.4168133987997,1.44705159767395,90. 
 06/19  22:54:00,25.06,0.0,213.191342074588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2950516063012,28.0578458233926,28.2428381511838,28.4277843197238,28.4196613248819,28.5297827941918,0.0,0.0,28.4277843197238,9.000000823957046E-003,0.0,28.4196613248819,9.000001927448594E-003,0.0,28.5297827941918,9.000003079934824E-003,1.43808912069982,1.41325679560918,1.44261699070654,90. 
 06/19  23:00:00,25.,0.0,215.178552167701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2706301650037,28.0400250540228,28.222648256802,28.3945052201304,28.4028600343467,28.5077990703123,0.0,0.0,28.3945052201304,9.000000823957046E-003,0.0,28.4028600343467,9.000001927448596E-003,0.0,28.5077990703123,9.000003079934827E-003,1.43219441885261,1.40968528958913,1.43818419200621,90. 
 06/19  23:06:00,24.94,0.0,216.706052470854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2465254868074,28.0220832303829,28.2023139023735,28.3610916303866,28.3860797886375,28.4856877311349,0.0,0.0,28.3610916303866,9.000000823957046E-003,0.0,28.3860797886375,9.000001927448596E-003,0.0,28.4856877311349,9.000003079934829E-003,1.4262961480394,1.40610208759126,1.43373539601783,90. 
 06/19  23:12:00,24.88,0.0,218.191090668722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.222354886037,28.004016639568,28.1818353059592,28.3276051551147,28.3693731465146,28.4634221879743,0.0,0.0,28.3276051551147,9.000000823957046E-003,0.0,28.3693731465146,9.000001927448596E-003,0.0,28.4634221879743,9.000003079934829E-003,1.42037712690465,1.40251222440823,1.42925898210482,90. 
 06/19  23:18:00,24.82,0.0,219.653405545725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1981071375241,27.9858192671827,28.1612131305371,28.294004073531,28.3528249039427,28.4410149678908,0.0,0.0,28.294004073531,9.000000823957048E-003,0.0,28.3528249039427,9.000001927448596E-003,0.0,28.4410149678908,9.000003079934829E-003,1.4144432189554,1.3989221324277,1.42475152022187,90. 
 06/19  23:24:00,24.76,0.0,221.092770262788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1737877453915,27.9674900815086,28.1404494733423,28.2602072903574,28.3365418392593,28.418494394947,0.0,0.0,28.2602072903574,9.000000823957048E-003,0.0,28.3365418392593,9.000001927448596E-003,0.0,28.418494394947,9.000003079934829E-003,1.40849026664726,1.39534285426397,1.42021481906768,90. 
 06/19  23:30:00,24.7,0.0,222.507864310586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1494024974876,27.9490698849905,28.1195469314793,28.2261343145242,28.3202600953205,28.3958947585946,0.0,0.0,28.2261343145242,9.000000823957048E-003,0.0,28.3202600953205,9.000001927448594E-003,0.0,28.3958947585946,9.000003079934829E-003,1.40250974004423,1.39179153155778,1.41748262841904,90. 
 06/19  23:36:00,24.64,0.0,223.897409734924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1249570089041,27.9305457326448,28.0985071354531,28.1917110569594,28.3037782884189,28.3732600533399,0.0,0.0,28.1917110569594,9.000000823957048E-003,0.0,28.3037782884189,9.000001927448594E-003,0.0,28.3732600533399,9.000003079934827E-003,1.39649315882367,1.38823257750789,1.41305648587548,90. 
 06/19  23:42:00,24.58,0.0,225.26021870751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1004569655845,27.9119125023634,28.0773258602412,28.1568568293244,28.2870430028816,28.3506780194005,0.0,0.0,28.1568568293244,9.000000823957048E-003,0.0,28.2870430028816,9.000001927448596E-003,0.0,28.3506780194005,9.000003079934826E-003,1.39211350439149,1.38463919772997,1.40861387047027,90. 
 06/19  23:48:00,24.52,0.0,226.595013199564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0759084066729,27.8931642498148,28.0560338676193,28.121461734034,28.2701189166406,28.3280956919312,0.0,0.0,28.121461734034,9.000000823957048E-003,0.0,28.2701189166406,9.000001927448596E-003,0.0,28.3280956919312,9.000003079934826E-003,1.38609851100357,1.38100393505057,1.40416736646225,90. 
 06/19  23:54:00,24.46,0.0,227.900142880766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0513184504735,27.8742865615376,28.0346411760063,28.0853429913378,28.2532134815407,28.305331251775,0.0,0.0,28.0853429913378,9.000000823957048E-003,0.0,28.2532134815407,9.000001927448596E-003,0.0,28.305331251775,9.000003079934827E-003,1.38002240567929,1.37733416535368,1.39971197098573,90. 
 06/19  24:00:00,24.4,0.0,229.173061020873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0267000627047,27.8553412251506,28.0131430920389,28.0480689754311,28.2360291056832,28.2822668325728,0.0,0.0,28.0480689754311,9.000000823957048E-003,0.0,28.2360291056832,9.000001927448594E-003,0.0,28.2822668325728,9.000003079934827E-003,1.37386698559369,1.37366184001141,1.39522696124124,90. 
 06/20  00:06:00,24.46,0.0,224.798894323922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.007492492027,27.8363070794515,27.991538758565,28.0126694481123,28.2183341409256,28.2588676508085,0.0,0.0,28.0126694481123,9.000000823957046E-003,0.0,28.2183341409256,9.000001927448594E-003,0.0,28.2588676508085,9.000003079934827E-003,1.36806809500717,1.3699158656333,1.39066864897696,90. 
 06/20  00:12:00,24.52,0.0,220.278165922183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9885837843073,27.8171812903907,27.9698297346413,27.9809097011677,28.2000470335366,28.2351471619714,0.0,0.0,27.9809097011677,9.000000823957046E-003,0.0,28.2000470335366,9.000001927448594E-003,0.0,28.2351471619714,9.000003079934826E-003,1.36249653129205,1.36609610546652,1.38606374304824,90. 
 06/20  00:18:00,24.58,0.0,215.785662977253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9698469740688,27.7979723191121,27.9480297975381,27.9529704019822,28.1811891286015,28.2111353381939,0.0,0.0,27.9529704019822,9.000000823957048E-003,0.0,28.1811891286015,9.000001927448594E-003,0.0,28.2111353381939,9.000003079934826E-003,1.35732791504162,1.36394985522744,1.38141499140574,90. 
 06/20  00:24:00,24.64,0.0,211.326092013277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9513147653095,27.7787058463885,27.92617026602,27.9281202079625,28.1618256798767,28.1868666526189,0.0,0.0,27.9281202079625,9.000000823957046E-003,0.0,28.1618256798767,9.000001927448596E-003,0.0,28.1868666526189,9.000003079934826E-003,1.35258456876047,1.36007525159535,1.37672857010899,90. 
 06/20  00:30:00,24.7,0.0,206.891373337567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.933019242826,27.7594186932886,27.9042932106245,27.905479950196,28.1420327960433,28.1623798992241,0.0,0.0,27.905479950196,9.000000823957044E-003,0.0,28.1420327960433,9.000001927448596E-003,0.0,28.1623798992241,9.000003079934827E-003,1.34819184868507,1.35614252338408,1.37201212719439,90. 
 06/20  00:36:00,24.76,0.0,202.472304180345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9149863626465,27.7401525245617,27.882444814446,27.884381573366,28.1218860775073,28.1377197758171,0.0,0.0,27.884381573366,9.000000823957046E-003,0.0,28.1218860775073,9.000001927448596E-003,0.0,28.1377197758171,9.000003079934827E-003,1.34405880842845,1.35216392440743,1.36727416243116,90. 
 06/20  00:42:00,24.82,0.0,198.06245961469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8972400143679,27.7209504792076,27.8606719655372,27.8644153264829,28.1014587216645,28.1129363093833,0.0,0.0,27.8644153264829,9.000000823957046E-003,0.0,28.1014587216645,9.000001927448596E-003,0.0,28.1129363093833,9.000003079934827E-003,1.34011672271151,1.34815178324714,1.36252389635313,90. 
 06/20  00:48:00,24.88,0.0,193.658630346058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8798040440938,27.7018554681016,27.8390206201099,27.8453552106745,28.0808216323291,28.0880825751052,0.0,0.0,27.8453552106745,9.000000823957046E-003,0.0,28.0808216323291,9.000001927448596E-003,0.0,28.0880825751052,9.000003079934827E-003,1.33632429840267,1.34411813809071,1.35777105846368,90. 
 06/20  00:54:00,24.94,0.0,189.259842924465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8627021324952,27.6829091210382,27.8175348345111,27.8270782523688,28.0600431491356,28.0632121368708,0.0,0.0,27.8270782523688,9.000000823957046E-003,0.0,28.0600431491356,9.000001927448596E-003,0.0,28.0632121368708,9.000003079934826E-003,1.33265974618836,1.34007465409883,1.3530255453289,90. 
 06/20  01:00:00,25.,0.0,184.866322422899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8459569051616,27.664151014833,27.7962560810377,27.8095137210899,28.0391883700436,28.0383770283613,0.0,0.0,27.8095137210899,9.000000823957048E-003,0.0,28.0391883700436,9.000001927448596E-003,0.0,28.0383770283613,9.000003079934826E-003,1.32911212163518,1.33603252373392,1.34829707320349,90. 
 06/20  01:06:00,24.94,0.0,186.868309539612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8232644036678,27.6456181019742,27.7752227641663,27.7904133930992,28.0183194548441,28.0136275527529,0.0,0.0,27.7904133930992,9.000000823957048E-003,0.0,28.0183194548441,9.000001927448596E-003,0.0,28.0136275527529,9.000003079934827E-003,1.3251116096998,1.33203279091543,1.34362536029055,90. 
 06/20  01:12:00,24.88,0.0,189.142283280297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8004221117253,27.6273432519246,27.7544687485494,27.7688320955644,27.9974933391208,27.9890092208665,0.0,0.0,27.7688320955644,9.000000823957048E-003,0.0,27.9974933391208,9.000001927448594E-003,0.0,27.9890092208665,9.000003079934827E-003,1.32093413264064,1.32805490023531,1.33898861839023,90. 
 06/20  01:18:00,24.82,0.0,191.403287405252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7776923615856,27.6093474412285,27.7340149533886,27.7452378889149,27.9767595788897,27.9645601503748,0.0,0.0,27.7452378889149,9.000000823957046E-003,0.0,27.9767595788897,9.000001927448594E-003,0.0,27.9645601503748,9.000003079934827E-003,1.31650387925075,1.32410709189505,1.33439380677138,90. 
 06/20  01:24:00,24.76,0.0,193.648459605379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7550892483969,27.5916351290569,27.7138645272009,27.7205601857563,27.9561566993817,27.940306864211,0.0,0.0,27.7205601857563,9.000000823957044E-003,0.0,27.9561566993817,9.000001927448596E-003,0.0,27.940306864211,9.000003079934826E-003,1.31187188595117,1.32019529400666,1.32984545633036,90. 
 06/20  01:30:00,24.7,0.0,195.889933795254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7326165482802,27.5741984775218,27.6940077868081,27.6955530333081,27.9357092590052,27.9162601562584,0.0,0.0,27.6955530333081,9.000000823957046E-003,0.0,27.9357092590052,9.000001927448594E-003,0.0,27.9162601562584,9.000003079934824E-003,1.30713726438239,1.3163230955612,1.3253456464886,90. 
 06/20  01:36:00,24.64,0.0,198.137279890283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7102734854252,27.5570216057146,27.6744271525828,27.6706365505952,27.9154274607027,27.8924116601052,0.0,0.0,27.6706365505952,9.000000823957048E-003,0.0,27.9154274607027,9.000001927448592E-003,0.0,27.8924116601052,9.000003079934826E-003,1.30238007381547,1.31249180190165,1.32089398868674,90. 
 06/20  01:42:00,24.58,0.0,200.395516601356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.688052430084,27.5400829846796,27.6550999101209,27.6459814462037,27.8953088447105,27.8687234232813,0.0,0.0,27.6459814462037,9.000000823957048E-003,0.0,27.8953088447105,9.000001927448594E-003,0.0,27.8687234232813,9.000003079934827E-003,1.29764424624389,1.30870060710012,1.31648749202872,90. 
 06/20  01:48:00,24.52,0.0,202.666288923338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6659396257204,27.5233570726851,27.6360025108166,27.6216324257861,27.8753406628267,27.8451874556276,0.0,0.0,27.6216324257861,9.000000823957048E-003,0.0,27.8753406628267,9.000001927448596E-003,0.0,27.8451874556276,9.000003079934827E-003,1.2929466324729,1.30494693035627,1.31381277194746,90. 
 06/20  01:54:00,24.46,0.0,204.949508243594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6439174250303,27.5068157813383,27.6170990713452,27.5975889120682,27.855501928246,27.8218729118382,0.0,0.0,27.5975889120682,9.000000823957048E-003,0.0,27.855501928246,9.000001927448594E-003,0.0,27.8218729118382,9.000003079934827E-003,1.28829032647093,1.30122681324713,1.30953707096196,90. 
 06/20  02:00:00,24.4,0.0,207.244446761388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.621966304368,27.4904298272155,27.5983580866229,27.5738404925735,27.8357647241757,27.7988186341254,0.0,0.0,27.5738404925735,9.000000823957046E-003,0.0,27.8357647241757,9.000001927448594E-003,0.0,27.7988186341254,9.000003079934827E-003,1.28367343374196,1.29753527036406,1.30530031993279,90. 
 06/20  02:06:00,24.4,0.0,205.859250564044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.603709277975,27.4741698858098,27.5797503985099,27.5516749131434,27.8160944814668,27.7760171226837,0.0,0.0,27.5516749131434,9.000000823957046E-003,0.0,27.8160944814668,9.000001927448596E-003,0.0,27.7760171226837,9.000003079934827E-003,1.27943488413849,1.29386653927839,1.30110390801541,90. 
 06/20  02:12:00,24.4,0.0,204.316968967127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5858188026607,27.4580076876543,27.561248092639,27.5316036620467,27.796448122457,27.7534311688982,0.0,0.0,27.5316036620467,9.000000823957048E-003,0.0,27.796448122457,9.000001927448596E-003,0.0,27.7534311688982,9.000003079934827E-003,1.27539917821903,1.29021421003147,1.29694441709822,90. 
 06/20  02:18:00,24.4,0.0,202.753249940583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5681576113763,27.4419179713288,27.5428262981235,27.5132786743542,27.7767616862256,27.7310113352306,0.0,0.0,27.5132786743542,9.000000823957048E-003,0.0,27.7767616862256,9.000001927448596E-003,0.0,27.7310113352306,9.000003079934827E-003,1.27160782568697,1.28657119314746,1.29281555774072,90. 
 06/20  02:24:00,24.4,0.0,201.19652999022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5506751720713,27.4258836438231,27.5244648506074,27.4960956977948,27.7570243366031,27.7087048381171,0.0,0.0,27.4960956977948,9.000000823957048E-003,0.0,27.7570243366031,9.000001927448596E-003,0.0,27.7087048381171,9.000003079934827E-003,1.26801908946155,1.28292880027245,1.28871018258561,90. 
 06/20  02:30:00,24.4,0.0,199.644337218666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5333435458058,27.4098818497863,27.506148576635,27.479572774515,27.7373010381111,27.6864551727449,0.0,0.0,27.479572774515,9.000000823957046E-003,0.0,27.7373010381111,9.000001927448596E-003,0.0,27.6864551727449,9.000003079934827E-003,1.26456610676392,1.27928376271585,1.28462125682388,90. 
 06/20  02:36:00,24.4,0.0,198.090180659546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5162137480649,27.3939777658895,27.487955548756,27.4634483288715,27.7176428007705,27.6642126694738,0.0,0.0,27.4634483288715,9.000000823957044E-003,0.0,27.7176428007705,9.000001927448596E-003,0.0,27.6642126694738,9.000003079934827E-003,1.26120241719633,1.27564920024489,1.28055009162424,90. 
 06/20  02:42:00,24.4,0.0,196.53239022692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4991638534915,27.3780464009719,27.4697441629123,27.4476013820682,27.6980517091283,27.6419686701819,0.0,0.0,27.4476013820682,9.000000823957044E-003,0.0,27.6980517091283,9.000001927448596E-003,0.0,27.6419686701819,9.000003079934827E-003,1.25788876920586,1.2720195750742,1.27647812849316,90. 
 06/20  02:48:00,24.4,0.0,194.963447322943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4822172139965,27.3621198885367,27.4515501387892,27.4319771391166,27.6784993877472,27.6196640117957,0.0,0.0,27.4319771391166,9.000000823957044E-003,0.0,27.6784993877472,9.000001927448596E-003,0.0,27.6196640117957,9.000003079934827E-003,1.25461448754667,1.26839801017026,1.27240779535449,90. 
 06/20  02:54:00,24.4,0.0,193.382971183922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4653749269979,27.3462040707154,27.4333777488742,27.4165491715732,27.6589530394045,27.5975610026287,0.0,0.0,27.4165491715732,9.000000823957046E-003,0.0,27.6589530394045,9.000001927448596E-003,0.0,27.5975610026287,9.000003079934826E-003,1.25137384632394,1.26478185913109,1.26833320106529,90. 
 06/20  03:00:00,24.4,0.0,191.789296844048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4486381739394,27.3303039569379,27.4152056183822,27.4013028370557,27.6393855159765,27.5759686579135,0.0,0.0,27.4013028370557,9.000000823957048E-003,0.0,27.6393855159765,9.000001927448594E-003,0.0,27.5759686579135,9.000003079934824E-003,1.2481641435724,1.26285680730093,1.26428023342934,90. 
 06/20  03:06:00,24.4,0.0,191.063641429777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4310936726674,27.3144250260117,27.3970535964138,27.3859659689894,27.619772499734,27.5550061297685,0.0,0.0,27.3859659689894,9.000000823957048E-003,0.0,27.619772499734,9.000001927448594E-003,0.0,27.5550061297685,9.000003079934826E-003,1.2448677728763,1.25925922200149,1.26025316289264,90. 
 06/20  03:12:00,24.4,0.0,190.51314345414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4134643026858,27.2985735669022,27.3789354571972,27.3703411466605,27.6000834601098,27.5346481969008,0.0,0.0,27.3703411466605,9.000000823957046E-003,0.0,27.6000834601098,9.000001927448594E-003,0.0,27.5346481969008,9.000003079934827E-003,1.24155401364565,1.25565949192379,1.25629640665623,90. 
 06/20  03:18:00,24.4,0.0,189.9783048494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3958741727596,27.282760854643,27.3608649096386,27.3544456847676,27.5802999981986,27.5148171972894,0.0,0.0,27.3544456847676,9.000000823957044E-003,0.0,27.5802999981986,9.000001927448596E-003,0.0,27.5148171972894,9.000003079934827E-003,1.23821349924749,1.25205542398558,1.25240857223498,90. 
 06/20  03:24:00,24.4,0.0,189.434479138138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3783534133537,27.2669979366799,27.3428580947138,27.3384108332351,27.5604395302092,27.4954419290086,0.0,0.0,27.3384108332351,9.000000823957046E-003,0.0,27.5604395302092,9.000001927448596E-003,0.0,27.4954419290086,9.000003079934827E-003,1.23485088962365,1.24844609302074,1.24858291662782,90. 
 06/20  03:30:00,24.4,0.0,188.880193836842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3609196845214,27.2513023008822,27.3249315746864,27.322369629177,27.5406717220258,27.4764792854526,0.0,0.0,27.322369629177,9.000000823957048E-003,0.0,27.5406717220258,9.000001927448596E-003,0.0,27.4764792854526,9.000003079934827E-003,1.23148179409002,1.24483498459521,1.24481342117969,90. 
 06/20  03:36:00,24.4,0.0,188.31750906913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3435882850553,27.2356668278988,27.307099627751,27.3064111445753,27.5212823317503,27.4579187153565,0.0,0.0,27.3064111445753,9.000000823957048E-003,0.0,27.5212823317503,9.000001927448596E-003,0.0,27.4579187153565,9.000003079934826E-003,1.22812179166073,1.24123947423758,1.24109683949428,90. 
 06/20  03:42:00,24.4,0.0,187.748375080931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3263720382196,27.2201127426765,27.2893679960259,27.2905832530651,27.5023993369914,27.4398137308482,0.0,0.0,27.2905832530651,9.000000823957046E-003,0.0,27.5023993369914,9.000001927448594E-003,0.0,27.4398137308482,9.000003079934826E-003,1.2247815537473,1.23769193859488,1.2374325873232,90. 
 06/20  03:48:00,24.4,0.0,187.174183451825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3092808733792,27.2046571700536,27.2717766020327,27.2749103043249,27.4840132614373,27.4220422098876,0.0,0.0,27.2749103043249,9.000000823957046E-003,0.0,27.4840132614373,9.000001927448594E-003,0.0,27.4220422098876,9.000003079934827E-003,1.22146709877206,1.23420759206676,1.23383009257114,90. 
 06/20  03:54:00,24.4,0.0,186.595936546636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2923220242506,27.1893116101052,27.2543280974822,27.2594072661284,27.4660591327823,27.404460030953,0.0,0.0,27.2594072661284,9.000000823957046E-003,0.0,27.4660591327823,9.000001927448596E-003,0.0,27.404460030953,9.000003079934827E-003,1.21818169045136,1.23078650374074,1.23027661275519,90. 
 06/20  04:00:00,24.4,0.0,186.01443189368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2755004831252,27.1740835017809,27.2370249811079,27.2440866586956,27.4484718061596,27.3869881352136,0.0,0.0,27.2440866586956,9.000000823957048E-003,0.0,27.4484718061596,9.000001927448596E-003,0.0,27.3869881352136,9.000003079934827E-003,1.21492738458307,1.22742245928439,1.22675704918503,90. 
 06/20  04:06:00,24.4,0.0,184.325655504803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2599666017572,27.1589775627995,27.219869088085,27.2292891657773,27.4312053247558,27.3696073411712,0.0,0.0,27.2292891657773,9.000000823957048E-003,0.0,27.4312053247558,9.000001927448596E-003,0.0,27.3696073411712,9.000003079934827E-003,1.21184362072536,1.22413942152587,1.22329361109217,90. 
 06/20  04:12:00,24.4,0.0,182.359412331603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2448573151597,27.1439969908393,27.2028617707839,27.21527921962,27.4142298825588,27.3523270334493,0.0,0.0,27.21527921962,9.000000823957048E-003,0.0,27.4142298825588,9.000001927448596E-003,0.0,27.3523270334493,9.000003079934827E-003,1.20885538358533,1.22090234891142,1.2198539286137,90. 
